"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","M1","TOT","IDX2015","A","2007",49.89303,
"CAN","M1","TOT","IDX2015","A","2008",54.16786,
"CAN","M1","TOT","IDX2015","A","2009",60.81124,
"CAN","M1","TOT","IDX2015","A","2010",67.57454,
"CAN","M1","TOT","IDX2015","A","2011",72.78296,
"CAN","M1","TOT","IDX2015","A","2012",79.78663,
"CAN","M1","TOT","IDX2015","A","2013",86.26994,
"CAN","M1","TOT","IDX2015","A","2014",92.77506,
"CAN","M1","TOT","IDX2015","A","2015",100,
"CAN","M1","TOT","IDX2015","A","2016",108.7236,
"CAN","M1","TOT","IDX2015","A","2017",119.0326,
"CAN","M1","TOT","IDX2015","A","2018",124.7784,
"CAN","M1","TOT","IDX2015","A","2019",131.7629,
"CAN","M1","TOT","IDX2015","A","2020",161.2631,
"CAN","M1","TOT","IDX2015","A","2021",194.7663,
"CZE","M1","TOT","IDX2015","A","1992",11.00073,
"CZE","M1","TOT","IDX2015","A","1993",11.9376,
"CZE","M1","TOT","IDX2015","A","1994",14.73015,
"CZE","M1","TOT","IDX2015","A","1995",16.39544,
"CZE","M1","TOT","IDX2015","A","1996",17.86234,
"CZE","M1","TOT","IDX2015","A","1997",17.05099,
"CZE","M1","TOT","IDX2015","A","1998",16.15363,
"CZE","M1","TOT","IDX2015","A","1999",17.59025,
"CZE","M1","TOT","IDX2015","A","2000",20.24264,
"CZE","M1","TOT","IDX2015","A","2001",22.77059,
"CZE","M1","TOT","IDX2015","A","2002",26.15493,
"CZE","M1","TOT","IDX2015","A","2003",30.58028,
"CZE","M1","TOT","IDX2015","A","2004",34.36931,
"CZE","M1","TOT","IDX2015","A","2005",37.16971,
"CZE","M1","TOT","IDX2015","A","2006",42.87322,
"CZE","M1","TOT","IDX2015","A","2007",49.12443,
"CZE","M1","TOT","IDX2015","A","2008",54.49995,
"CZE","M1","TOT","IDX2015","A","2009",58.73868,
"CZE","M1","TOT","IDX2015","A","2010",64.93914,
"CZE","M1","TOT","IDX2015","A","2011",70.77641,
"CZE","M1","TOT","IDX2015","A","2012",76.29673,
"CZE","M1","TOT","IDX2015","A","2013",82.58218,
"CZE","M1","TOT","IDX2015","A","2014",89.84076,
"CZE","M1","TOT","IDX2015","A","2015",100,
"CZE","M1","TOT","IDX2015","A","2016",112.1539,
"CZE","M1","TOT","IDX2015","A","2017",125.5799,
"CZE","M1","TOT","IDX2015","A","2018",132.362,
"DNK","M1","TOT","IDX2015","A","1971",2.25252,
"DNK","M1","TOT","IDX2015","A","1972",2.459597,
"DNK","M1","TOT","IDX2015","A","1973",2.78758,
"DNK","M1","TOT","IDX2015","A","1974",2.927556,
"DNK","M1","TOT","IDX2015","A","1975",3.341361,
"DNK","M1","TOT","IDX2015","A","1976",3.958771,
"DNK","M1","TOT","IDX2015","A","1977",4.196077,
"DNK","M1","TOT","IDX2015","A","1978",4.647789,
"DNK","M1","TOT","IDX2015","A","1979",5.284347,
"DNK","M1","TOT","IDX2015","A","1980",5.590133,
"DNK","M1","TOT","IDX2015","A","1981",6.292616,
"DNK","M1","TOT","IDX2015","A","1982",6.962055,
"DNK","M1","TOT","IDX2015","A","1983",8.39053,
"DNK","M1","TOT","IDX2015","A","1984",10.09756,
"DNK","M1","TOT","IDX2015","A","1985",12.04356,
"DNK","M1","TOT","IDX2015","A","1986",14.63014,
"DNK","M1","TOT","IDX2015","A","1987",15.72701,
"DNK","M1","TOT","IDX2015","A","1988",17.54117,
"DNK","M1","TOT","IDX2015","A","1989",18.44324,
"DNK","M1","TOT","IDX2015","A","1990",19.43731,
"DNK","M1","TOT","IDX2015","A","1991",21.67791,
"DNK","M1","TOT","IDX2015","A","1992",24.68221,
"DNK","M1","TOT","IDX2015","A","1993",26.01569,
"DNK","M1","TOT","IDX2015","A","1994",28.7432,
"DNK","M1","TOT","IDX2015","A","1995",27.96973,
"DNK","M1","TOT","IDX2015","A","1996",30.26447,
"DNK","M1","TOT","IDX2015","A","1997",32.50426,
"DNK","M1","TOT","IDX2015","A","1998",35.27666,
"DNK","M1","TOT","IDX2015","A","1999",37.81756,
"DNK","M1","TOT","IDX2015","A","2000",38.01186,
"DNK","M1","TOT","IDX2015","A","2001",39.04944,
"DNK","M1","TOT","IDX2015","A","2002",41.7336,
"DNK","M1","TOT","IDX2015","A","2003",45.07559,
"DNK","M1","TOT","IDX2015","A","2004",48.9824,
"DNK","M1","TOT","IDX2015","A","2005",57.59772,
"DNK","M1","TOT","IDX2015","A","2006",65.30823,
"DNK","M1","TOT","IDX2015","A","2007",71.47855,
"DNK","M1","TOT","IDX2015","A","2008",75.53988,
"DNK","M1","TOT","IDX2015","A","2009",76.29844,
"DNK","M1","TOT","IDX2015","A","2010",80.10351,
"DNK","M1","TOT","IDX2015","A","2011",77.74451,
"DNK","M1","TOT","IDX2015","A","2012",80.74335,
"DNK","M1","TOT","IDX2015","A","2013",85.55269,
"DNK","M1","TOT","IDX2015","A","2014",88.99271,
"DNK","M1","TOT","IDX2015","A","2015",100,
"DNK","M1","TOT","IDX2015","A","2016",106.2379,
"DNK","M1","TOT","IDX2015","A","2017",112.1281,
"DNK","M1","TOT","IDX2015","A","2018",118.4443,
"DNK","M1","TOT","IDX2015","A","2019",124.0547,
"DNK","M1","TOT","IDX2015","A","2020",135.9488,
"DNK","M1","TOT","IDX2015","A","2021",143.9973,
"HUN","M1","TOT","IDX2015","A","1990",4.505838,
"HUN","M1","TOT","IDX2015","A","1991",5.487175,
"HUN","M1","TOT","IDX2015","A","1992",6.635949,
"HUN","M1","TOT","IDX2015","A","1993",8.01917,
"HUN","M1","TOT","IDX2015","A","1994",8.756872,
"HUN","M1","TOT","IDX2015","A","1995",9.003552,
"HUN","M1","TOT","IDX2015","A","1996",10.18481,
"HUN","M1","TOT","IDX2015","A","1997",12.2044,
"HUN","M1","TOT","IDX2015","A","1998",14.84325,
"HUN","M1","TOT","IDX2015","A","1999",17.62041,
"HUN","M1","TOT","IDX2015","A","2000",20.53219,
"HUN","M1","TOT","IDX2015","A","2001",23.18256,
"HUN","M1","TOT","IDX2015","A","2002",27.42983,
"HUN","M1","TOT","IDX2015","A","2003",31.98896,
"HUN","M1","TOT","IDX2015","A","2004",33.85812,
"HUN","M1","TOT","IDX2015","A","2005",38.78848,
"HUN","M1","TOT","IDX2015","A","2006",47.33501,
"HUN","M1","TOT","IDX2015","A","2007",50.32587,
"HUN","M1","TOT","IDX2015","A","2008",54.23697,
"HUN","M1","TOT","IDX2015","A","2009",52.25252,
"HUN","M1","TOT","IDX2015","A","2010",53.99252,
"HUN","M1","TOT","IDX2015","A","2011",57.9272,
"HUN","M1","TOT","IDX2015","A","2012",60.56249,
"HUN","M1","TOT","IDX2015","A","2013",67.8086,
"HUN","M1","TOT","IDX2015","A","2014",82.35355,
"HUN","M1","TOT","IDX2015","A","2015",100,
"HUN","M1","TOT","IDX2015","A","2016",119.6813,
"HUN","M1","TOT","IDX2015","A","2017",149.6921,
"HUN","M1","TOT","IDX2015","A","2018",180.1413,
"HUN","M1","TOT","IDX2015","A","2019",199.4899,
"HUN","M1","TOT","IDX2015","A","2020",230.4996,
"HUN","M1","TOT","IDX2015","A","2021",270.0056,
"ISL","M1","TOT","IDX2015","A","1958",0.002112356,
"ISL","M1","TOT","IDX2015","A","1959",0.002408331,
"ISL","M1","TOT","IDX2015","A","1960",0.002512557,
"ISL","M1","TOT","IDX2015","A","1961",0.002955908,
"ISL","M1","TOT","IDX2015","A","1962",0.003853,
"ISL","M1","TOT","IDX2015","A","1963",0.004231727,
"ISL","M1","TOT","IDX2015","A","1964",0.004786061,
"ISL","M1","TOT","IDX2015","A","1965",0.0056023,
"ISL","M1","TOT","IDX2015","A","1966",0.006442884,
"ISL","M1","TOT","IDX2015","A","1967",0.006403563,
"ISL","M1","TOT","IDX2015","A","1968",0.006368459,
"ISL","M1","TOT","IDX2015","A","1969",0.0081361,
"ISL","M1","TOT","IDX2015","A","1970",0.01095219,
"ISL","M1","TOT","IDX2015","A","1971",0.01353087,
"ISL","M1","TOT","IDX2015","A","1972",0.01589215,
"ISL","M1","TOT","IDX2015","A","1973",0.02098084,
"ISL","M1","TOT","IDX2015","A","1974",0.02736659,
"ISL","M1","TOT","IDX2015","A","1975",0.03466909,
"ISL","M1","TOT","IDX2015","A","1976",0.04669106,
"ISL","M1","TOT","IDX2015","A","1977",0.06237761,
"ISL","M1","TOT","IDX2015","A","1978",0.0854368,
"ISL","M1","TOT","IDX2015","A","1979",0.1259573,
"ISL","M1","TOT","IDX2015","A","1980",0.186657,
"ISL","M1","TOT","IDX2015","A","1981",0.3197423,
"ISL","M1","TOT","IDX2015","A","1982",0.4322698,
"ISL","M1","TOT","IDX2015","A","1983",0.6738124,
"ISL","M1","TOT","IDX2015","A","1984",0.9950364,
"ISL","M1","TOT","IDX2015","A","1985",1.360942,
"ISL","M1","TOT","IDX2015","A","1986",1.887446,
"ISL","M1","TOT","IDX2015","A","1987",2.656782,
"ISL","M1","TOT","IDX2015","A","1988",3.142379,
"ISL","M1","TOT","IDX2015","A","1989",3.922649,
"ISL","M1","TOT","IDX2015","A","1990",5.374367,
"ISL","M1","TOT","IDX2015","A","1991",6.155357,
"ISL","M1","TOT","IDX2015","A","1992",6.960641,
"ISL","M1","TOT","IDX2015","A","1993",6.963337,
"ISL","M1","TOT","IDX2015","A","1994",7.666087,
"ISL","M1","TOT","IDX2015","A","1995",8.126792,
"ISL","M1","TOT","IDX2015","A","1996",9.013,
"ISL","M1","TOT","IDX2015","A","1997",10.07178,
"ISL","M1","TOT","IDX2015","A","1998",11.9341,
"ISL","M1","TOT","IDX2015","A","1999",14.37825,
"ISL","M1","TOT","IDX2015","A","2000",16.33402,
"ISL","M1","TOT","IDX2015","A","2001",16.4249,
"ISL","M1","TOT","IDX2015","A","2002",17.90695,
"ISL","M1","TOT","IDX2015","A","2003",21.87142,
"ISL","M1","TOT","IDX2015","A","2004",28.61759,
"ISL","M1","TOT","IDX2015","A","2005",37.36483,
"ISL","M1","TOT","IDX2015","A","2006",45.79369,
"ISL","M1","TOT","IDX2015","A","2007",70.72143,
"ISL","M1","TOT","IDX2015","A","2008",105.1473,
"ISL","M1","TOT","IDX2015","A","2009",122.0936,
"ISL","M1","TOT","IDX2015","A","2010",117.0353,
"ISL","M1","TOT","IDX2015","A","2011",116.2178,
"ISL","M1","TOT","IDX2015","A","2012",112.3899,
"ISL","M1","TOT","IDX2015","A","2013",107.9109,
"ISL","M1","TOT","IDX2015","A","2014",105.5758,
"ISL","M1","TOT","IDX2015","A","2015",100,
"ISL","M1","TOT","IDX2015","A","2016",101.5489,
"ISL","M1","TOT","IDX2015","A","2017",112.027,
"ISL","M1","TOT","IDX2015","A","2018",118.3167,
"ISL","M1","TOT","IDX2015","A","2019",119.6983,
"ISL","M1","TOT","IDX2015","A","2020",143.9356,
"ISL","M1","TOT","IDX2015","A","2021",175.5759,
"JPN","M1","TOT","IDX2015","A","1955",0.3722986,
"JPN","M1","TOT","IDX2015","A","1956",0.4247221,
"JPN","M1","TOT","IDX2015","A","1957",0.4784352,
"JPN","M1","TOT","IDX2015","A","1958",0.5055804,
"JPN","M1","TOT","IDX2015","A","1959",0.5884859,
"JPN","M1","TOT","IDX2015","A","1960",0.7057301,
"JPN","M1","TOT","IDX2015","A","1961",0.8830824,
"JPN","M1","TOT","IDX2015","A","1962",1.023937,
"JPN","M1","TOT","IDX2015","A","1963",1.210279,
"JPN","M1","TOT","IDX2015","A","1964",1.420044,
"JPN","M1","TOT","IDX2015","A","1965",1.627808,
"JPN","M1","TOT","IDX2015","A","1966",1.877352,
"JPN","M1","TOT","IDX2015","A","1967",2.163771,
"JPN","M1","TOT","IDX2015","A","1968",2.529122,
"JPN","M1","TOT","IDX2015","A","1969",3.018481,
"JPN","M1","TOT","IDX2015","A","1970",3.643523,
"JPN","M1","TOT","IDX2015","A","1971",4.467495,
"JPN","M1","TOT","IDX2015","A","1972",5.464527,
"JPN","M1","TOT","IDX2015","A","1973",6.985854,
"JPN","M1","TOT","IDX2015","A","1974",7.918545,
"JPN","M1","TOT","IDX2015","A","1975",8.877714,
"JPN","M1","TOT","IDX2015","A","1976",10.07551,
"JPN","M1","TOT","IDX2015","A","1977",10.77499,
"JPN","M1","TOT","IDX2015","A","1978",11.862,
"JPN","M1","TOT","IDX2015","A","1979",13.13205,
"JPN","M1","TOT","IDX2015","A","1980",13.47103,
"JPN","M1","TOT","IDX2015","A","1981",13.91792,
"JPN","M1","TOT","IDX2015","A","1982",14.72499,
"JPN","M1","TOT","IDX2015","A","1983",15.26411,
"JPN","M1","TOT","IDX2015","A","1984",15.69659,
"JPN","M1","TOT","IDX2015","A","1985",16.49057,
"JPN","M1","TOT","IDX2015","A","1986",17.63277,
"JPN","M1","TOT","IDX2015","A","1987",19.48586,
"JPN","M1","TOT","IDX2015","A","1988",21.12208,
"JPN","M1","TOT","IDX2015","A","1989",21.98771,
"JPN","M1","TOT","IDX2015","A","1990",22.54712,
"JPN","M1","TOT","IDX2015","A","1991",23.71638,
"JPN","M1","TOT","IDX2015","A","1992",24.7948,
"JPN","M1","TOT","IDX2015","A","1993",25.51018,
"JPN","M1","TOT","IDX2015","A","1994",26.91665,
"JPN","M1","TOT","IDX2015","A","1995",29.11399,
"JPN","M1","TOT","IDX2015","A","1996",33.10724,
"JPN","M1","TOT","IDX2015","A","1997",35.99373,
"JPN","M1","TOT","IDX2015","A","1998",39.07076,
"JPN","M1","TOT","IDX2015","A","1999",43.18238,
"JPN","M1","TOT","IDX2015","A","2000",46.71507,
"JPN","M1","TOT","IDX2015","A","2001",50.69358,
"JPN","M1","TOT","IDX2015","A","2002",64.63502,
"JPN","M1","TOT","IDX2015","A","2003",69.84149,
"JPN","M1","TOT","IDX2015","A","2004",72.74577,
"JPN","M1","TOT","IDX2015","A","2005",76.13275,
"JPN","M1","TOT","IDX2015","A","2006",78.38445,
"JPN","M1","TOT","IDX2015","A","2007",78.32439,
"JPN","M1","TOT","IDX2015","A","2008",77.92685,
"JPN","M1","TOT","IDX2015","A","2009",78.32919,
"JPN","M1","TOT","IDX2015","A","2010",79.87497,
"JPN","M1","TOT","IDX2015","A","2011",83.66695,
"JPN","M1","TOT","IDX2015","A","2012",86.71026,
"JPN","M1","TOT","IDX2015","A","2013",90.87823,
"JPN","M1","TOT","IDX2015","A","2014",95.14546,
"JPN","M1","TOT","IDX2015","A","2015",100,
"JPN","M1","TOT","IDX2015","A","2016",107.0245,
"JPN","M1","TOT","IDX2015","A","2017",115.4715,
"JPN","M1","TOT","IDX2015","A","2018",122.5633,
"JPN","M1","TOT","IDX2015","A","2019",129.0658,
"JPN","M1","TOT","IDX2015","A","2020",143.1212,
"JPN","M1","TOT","IDX2015","A","2021",157.1909,
"KOR","M1","TOT","IDX2015","A","1961",0.004237008,
"KOR","M1","TOT","IDX2015","A","1962",0.006269783,
"KOR","M1","TOT","IDX2015","A","1963",0.006558159,
"KOR","M1","TOT","IDX2015","A","1964",0.007230076,
"KOR","M1","TOT","IDX2015","A","1965",0.008948535,
"KOR","M1","TOT","IDX2015","A","1966",0.01175595,
"KOR","M1","TOT","IDX2015","A","1967",0.01617872,
"KOR","M1","TOT","IDX2015","A","1968",0.02291794,
"KOR","M1","TOT","IDX2015","A","1969",0.0321504,
"KOR","M1","TOT","IDX2015","A","1970",0.04491078,
"KOR","M1","TOT","IDX2015","A","1971",0.05445484,
"KOR","M1","TOT","IDX2015","A","1972",0.06834547,
"KOR","M1","TOT","IDX2015","A","1973",0.1001702,
"KOR","M1","TOT","IDX2015","A","1974",0.1223483,
"KOR","M1","TOT","IDX2015","A","1975",0.1603308,
"KOR","M1","TOT","IDX2015","A","1976",0.2005821,
"KOR","M1","TOT","IDX2015","A","1977",0.2802077,
"KOR","M1","TOT","IDX2015","A","1978",0.3922752,
"KOR","M1","TOT","IDX2015","A","1979",0.4913678,
"KOR","M1","TOT","IDX2015","A","1980",0.6287432,
"KOR","M1","TOT","IDX2015","A","1981",0.7807375,
"KOR","M1","TOT","IDX2015","A","1982",1.186938,
"KOR","M1","TOT","IDX2015","A","1983",1.566373,
"KOR","M1","TOT","IDX2015","A","1984",1.746469,
"KOR","M1","TOT","IDX2015","A","1985",1.962361,
"KOR","M1","TOT","IDX2015","A","1986",2.588744,
"KOR","M1","TOT","IDX2015","A","1987",3.290523,
"KOR","M1","TOT","IDX2015","A","1988",4.036759,
"KOR","M1","TOT","IDX2015","A","1989",4.699033,
"KOR","M1","TOT","IDX2015","A","1990",5.962793,
"KOR","M1","TOT","IDX2015","A","1991",7.217528,
"KOR","M1","TOT","IDX2015","A","1992",8.865181,
"KOR","M1","TOT","IDX2015","A","1993",10.80737,
"KOR","M1","TOT","IDX2015","A","1994",12.33755,
"KOR","M1","TOT","IDX2015","A","1995",13.97379,
"KOR","M1","TOT","IDX2015","A","1996",15.90651,
"KOR","M1","TOT","IDX2015","A","1997",18.6326,
"KOR","M1","TOT","IDX2015","A","1998",17.76725,
"KOR","M1","TOT","IDX2015","A","1999",22.73423,
"KOR","M1","TOT","IDX2015","A","2000",28.33863,
"KOR","M1","TOT","IDX2015","A","2001",33.51904,
"KOR","M1","TOT","IDX2015","A","2002",41.46779,
"KOR","M1","TOT","IDX2015","A","2003",44.16972,
"KOR","M1","TOT","IDX2015","A","2004",47.6679,
"KOR","M1","TOT","IDX2015","A","2005",52.0775,
"KOR","M1","TOT","IDX2015","A","2006",52.26459,
"KOR","M1","TOT","IDX2015","A","2007",49.17722,
"KOR","M1","TOT","IDX2015","A","2008",48.4843,
"KOR","M1","TOT","IDX2015","A","2009",56.37249,
"KOR","M1","TOT","IDX2015","A","2010",62.47721,
"KOR","M1","TOT","IDX2015","A","2011",66.45402,
"KOR","M1","TOT","IDX2015","A","2012",69.36049,
"KOR","M1","TOT","IDX2015","A","2013",76.01276,
"KOR","M1","TOT","IDX2015","A","2014",84.24448,
"KOR","M1","TOT","IDX2015","A","2015",100,
"KOR","M1","TOT","IDX2015","A","2016",115.2791,
"KOR","M1","TOT","IDX2015","A","2017",126.219,
"KOR","M1","TOT","IDX2015","A","2018",132.124,
"KOR","M1","TOT","IDX2015","A","2019",138.1156,
"KOR","M1","TOT","IDX2015","A","2020",166.9086,
"KOR","M1","TOT","IDX2015","A","2021",201.1422,
"MEX","M1","TOT","IDX2015","A","1978",0.01277368,
"MEX","M1","TOT","IDX2015","A","1979",0.01723745,
"MEX","M1","TOT","IDX2015","A","1980",0.02290818,
"MEX","M1","TOT","IDX2015","A","1981",0.03070717,
"MEX","M1","TOT","IDX2015","A","1982",0.04379421,
"MEX","M1","TOT","IDX2015","A","1983",0.06164329,
"MEX","M1","TOT","IDX2015","A","1984",0.09454593,
"MEX","M1","TOT","IDX2015","A","1985",0.1497318,
"MEX","M1","TOT","IDX2015","A","1986",0.1429047,
"MEX","M1","TOT","IDX2015","A","1987",0.2692092,
"MEX","M1","TOT","IDX2015","A","1988",0.5495802,
"MEX","M1","TOT","IDX2015","A","1989",0.7386566,
"MEX","M1","TOT","IDX2015","A","1990",1.140756,
"MEX","M1","TOT","IDX2015","A","1991",2.096274,
"MEX","M1","TOT","IDX2015","A","1992",3.689321,
"MEX","M1","TOT","IDX2015","A","1993",4.387578,
"MEX","M1","TOT","IDX2015","A","1994",4.96535,
"MEX","M1","TOT","IDX2015","A","1995",4.606974,
"MEX","M1","TOT","IDX2015","A","1996",6.250364,
"MEX","M1","TOT","IDX2015","A","1997",8.82999,
"MEX","M1","TOT","IDX2015","A","1998",10.91072,
"MEX","M1","TOT","IDX2015","A","1999",13.06074,
"MEX","M1","TOT","IDX2015","A","2000",15.96037,
"MEX","M1","TOT","IDX2015","A","2001",18.31561,
"MEX","M1","TOT","IDX2015","A","2002",21.76995,
"MEX","M1","TOT","IDX2015","A","2003",24.35896,
"MEX","M1","TOT","IDX2015","A","2004",27.76016,
"MEX","M1","TOT","IDX2015","A","2005",30.8313,
"MEX","M1","TOT","IDX2015","A","2006",35.62698,
"MEX","M1","TOT","IDX2015","A","2007",39.10836,
"MEX","M1","TOT","IDX2015","A","2008",42.2675,
"MEX","M1","TOT","IDX2015","A","2009",47.74484,
"MEX","M1","TOT","IDX2015","A","2010",52.2945,
"MEX","M1","TOT","IDX2015","A","2011",59.99508,
"MEX","M1","TOT","IDX2015","A","2012",68.45164,
"MEX","M1","TOT","IDX2015","A","2013",74.16452,
"MEX","M1","TOT","IDX2015","A","2014",84.6778,
"MEX","M1","TOT","IDX2015","A","2015",100,
"MEX","M1","TOT","IDX2015","A","2016",114.5816,
"MEX","M1","TOT","IDX2015","A","2017",128.4415,
"MEX","M1","TOT","IDX2015","A","2018",139.9802,
"NZL","M1","TOT","IDX2015","A","1978",4.380176,
"NZL","M1","TOT","IDX2015","A","1979",4.966619,
"NZL","M1","TOT","IDX2015","A","1980",5.372846,
"NZL","M1","TOT","IDX2015","A","1981",6.211864,
"NZL","M1","TOT","IDX2015","A","1982",6.757346,
"NZL","M1","TOT","IDX2015","A","1983",7.230775,
